停留所名称,停留所かな,停留所+乗降場所ｺｰﾄﾞ,停留所ｺｰﾄﾞ,乗降場所ｺｰﾄﾞ,乗降場所補足情報,緯度,経度
城下,しろした,22490301,22490,301,1番,35.194965,136.971786
城下,しろした,22490501,22490,501,3番,35.193934,136.970978
城下,しろした,22490701,22490,701,2番,35.194479,136.970126
白土,しろつち,22495101,22495,101,2番,35.102578,137.018993
白土,しろつち,22495501,22495,501,降車,35.102985,137.018893
白土,しろつち,22495901,22495,901,1番,35.102909,137.018778
白土南,しろつちみなみ,22496301,22496,301,1番,35.101360,137.018818
白土南,しろつちみなみ,22496701,22496,701,2番,35.101077,137.018085
白鳥橋,しろとりばし,22500301,22500,301,1番,35.125090,136.903598
白鳥橋,しろとりばし,22500401,22500,401,3番,35.123576,136.904136
白鳥橋,しろとりばし,22500701,22500,701,2番,35.124804,136.903645
白鳥橋,しろとりばし,22500801,22500,801,4番,35.122405,136.906043
城前,しろまえ,22505101,22505,101,2番,35.153415,136.844283
城前,しろまえ,22505501,22505,501,1番,35.153137,136.844389
城見町,しろみちょう,22510101,22510,101,4番,35.197891,136.906928
城見町,しろみちょう,22510301,22510,301,1番,35.197303,136.907480
城見町,しろみちょう,22510501,22510,501,3番,35.196747,136.907005
城見町,しろみちょう,22510701,22510,701,2番,35.197095,136.906058
城見通二丁目,しろみどおりにちょうめ,22515101,22515,101,4番,35.197931,136.903191
城見通二丁目,しろみどおりにちょうめ,22515301,22515,301,1番,35.197307,136.903883
城見通二丁目,しろみどおりにちょうめ,22515501,22515,501,3番,35.196389,136.903357
城見通二丁目,しろみどおりにちょうめ,22515701,22515,701,2番,35.197102,136.902218
城山,しろやま,22520301,22520,301,1番,35.165114,136.960340
城山,しろやま,22520701,22520,701,2番,35.164782,136.960493
城山新町,しろやましんまち,22523201,22523,201,1番,35.174651,136.961060
城山新町,しろやましんまち,22523601,22523,601,2番,35.174312,136.960804
新池町,しんいけちょう,22530101,22530,101,2番,35.163764,136.976906
新池町,しんいけちょう,22530501,22530,501,1番,35.163756,136.977022
新尾頭町,しんおとうちょう,22535301,22535,301,1番,35.140221,136.897928
新尾頭町,しんおとうちょう,22535701,22535,701,2番,35.140059,136.898114
新開橋,しんかいばし,22540101,22540,101,2番,35.105295,136.855659
新開橋,しんかいばし,22540501,22540,501,1番,35.105549,136.855595
新川中橋,しんかわなかばし,22545101,22545,101,4番,35.224325,136.909825
新川中橋,しんかわなかばし,22545301,22545,301,1番,35.223753,136.910900
新川中橋,しんかわなかばし,22545501,22545,501,3番,35.225309,136.910223
新川中橋,しんかわなかばし,22545701,22545,701,2番,35.223637,136.911081
神宮寺小学校,じんぐうじしょうがっこう,22550101,22550,101,2番,35.098365,136.846355
神宮寺小学校,じんぐうじしょうがっこう,22550501,22550,501,1番,35.097317,136.846526
神宮東公園,じんぐうひがしこうえん,22555101,22555,101,4番,35.131431,136.912989
神宮東公園,じんぐうひがしこうえん,22555301,22555,301,1番,35.130675,136.913870
神宮東公園,じんぐうひがしこうえん,22555501,22555,501,3番,35.131350,136.913225
神宮東公園,じんぐうひがしこうえん,22555701,22555,701,2番,35.130453,136.914403
神宮東門,じんぐうひがしもん,22560102,22560,102,降車,35.124515,136.911435
神宮東門,じんぐうひがしもん,22560105,22560,105,2番,35.126120,136.910827
神宮東門,じんぐうひがしもん,22560106,22560,106,3番,35.126545,136.910617
神宮東門,じんぐうひがしもん,22560501,22560,501,1番,35.126684,136.910775
神宮東門,じんぐうひがしもん,22560507,22560,507,11番,35.124964,136.911589
神宮東門,じんぐうひがしもん,22560509,22560,509,5番,35.124468,136.911680
神郷町,しんごうちょう,22565101,22565,101,2番,35.134735,136.881562
神郷町,しんごうちょう,22565501,22565,501,1番,35.133752,136.881275
新郊通一丁目,しんこうどおりいっちょうめ,22570101,22570,101,2番,35.113906,136.936976
新郊通一丁目,しんこうどおりいっちょうめ,22570501,22570,501,1番,35.113811,136.937310
新郊通三丁目,しんこうどおりさんちょうめ,22575101,22575,101,4番,35.111596,136.937119
新郊通三丁目,しんこうどおりさんちょうめ,22575301,22575,301,1番,35.111045,136.937936
新郊通三丁目,しんこうどおりさんちょうめ,22575500,22575,500,5番,35.110544,136.937167
新郊通三丁目,しんこうどおりさんちょうめ,22575501,22575,501,3番,35.109118,136.936902
新郊通三丁目,しんこうどおりさんちょうめ,22575701,22575,701,2番,35.110910,136.936542
新栄町,しんさかえまち,22580101,22580,101,7番,35.170225,136.919131
新栄町,しんさかえまち,22580301,22580,301,1番,35.169899,136.920607
新栄町,しんさかえまち,22580401,22580,401,2番,35.168764,136.920341
新栄町,しんさかえまち,22580501,22580,501,6番,35.170375,136.919563
新栄町,しんさかえまち,225807N1,22580,7N1,3番,35.170539,136.918483
新栄町,しんさかえまち,225807S2,22580,7S2,4番,35.169564,136.918442
新栄三丁目,しんさかえさんちょうめ,22585301,22585,301,1番,35.166741,136.923973
新栄三丁目,しんさかえさんちょうめ,22585701,22585,701,2番,35.166912,136.923418
新宿,しんじゅく,22590301,22590,301,1番,35.151189,137.012247
新宿,しんじゅく,22590701,22590,701,2番,35.152031,137.011689
障害者スポーツセンター,しょうがいしゃすぽーつせんたー,22595101,22595,101,3番,35.165427,137.017234
障害者スポーツセンター,しょうがいしゃすぽーつせんたー,22595501,22595,501,2番,35.164539,137.017686
障害者スポーツセンター,しょうがいしゃすぽーつせんたー,22595701,22595,701,1番,35.164469,137.016508
新洲崎橋,しんすざきばし,22600101,22600,101,3番,35.162743,136.892581
新洲崎橋,しんすざきばし,22600301,22600,301,1番,35.162648,136.893687
新洲崎橋,しんすざきばし,22600701,22600,701,2番,35.161976,136.893861
新西福橋,しんせいふくばし,22605301,22605,301,1番,35.114270,136.802049
新西福橋,しんせいふくばし,22605701,22605,701,2番,35.114207,136.801602
新大正橋西,しんたいしょうばしにし,22606901,22606,901,降車,35.167808,136.830410
新大正橋西,しんたいしょうばしにし,22606902,22606,902,1番,35.167895,136.830520
新茶屋,しんちゃや,22607101,22607,101,2番,35.109484,136.805370
新茶屋,しんちゃや,22607501,22607,501,1番,35.109946,136.805516
新茶屋南,しんちゃやみなみ,22609101,22609,101,2番,35.104241,136.805138
新茶屋南,しんちゃやみなみ,22609501,22609,501,1番,35.104231,136.805262
新東谷橋南,しんとうごくばしみなみ,22613301,22613,301,1番,35.255084,137.036694
新東谷橋南,しんとうごくばしみなみ,22613701,22613,701,2番,35.254902,137.036735
新富町,しんとみちょう,22615100,22615,100,4番,35.187020,136.863092
新富町,しんとみちょう,22615101,22615,101,3番,35.187994,136.864919
新富町,しんとみちょう,22615501,22615,501,2番,35.188163,136.865420
新富町,しんとみちょう,22615502,22615,502,1番,35.187005,136.863274
新沼町,しんぬまちょう,22617301,22617,301,1番,35.235967,136.912174
新沼町,しんぬまちょう,22617701,22617,701,2番,35.235881,136.912448
新橋通,しんばしどおり,22620301,22620,301,1番,35.142667,136.897032
新橋通,しんばしどおり,22620701,22620,701,2番,35.142516,136.898027
新藤森橋,しんふじもりばし,22625101,22625,101,4番,35.189323,137.012530
新藤森橋,しんふじもりばし,22625301,22625,301,1番,35.189008,137.013220
新藤森橋,しんふじもりばし,22625501,22625,501,3番,35.188047,137.012954
新藤森橋,しんふじもりばし,22625701,22625,701,2番,35.188892,137.011993
甚兵衛通,じんべえどおり,22630101,22630,101,2番,35.101368,136.846414
甚兵衛通,じんべえどおり,22630501,22630,501,1番,35.099447,136.846568
振甫町,しんぽちょう,22635101,22635,101,2番,35.174989,136.951909
振甫町,しんぽちょう,22635501,22635,501,1番,35.175054,136.952055
新守山駅,しんもりやまえき,22645101,22645,101,1番,35.207180,136.951318
新守山駅,しんもりやまえき,22645102,22645,102,2番,35.206964,136.951245
新守山駅,しんもりやまえき,22645501,22645,501,降車,35.207062,136.951675
水筒先,すいとうさき,23000301,23000,301,1番,35.174198,136.925668
水筒先,すいとうさき,23000701,23000,701,2番,35.173859,136.925604
吸場町,すいばちょう,23005301,23005,301,1番,35.150340,136.912657
吸場町,すいばちょう,23005701,23005,701,2番,35.150024,136.912815
瑞鳳橋,ずいほうばし,23007101,23007,101,2番,35.201483,137.017181
瑞鳳橋,ずいほうばし,23007501,23007,501,1番,35.201276,137.017439
瑞陵高校,ずいりょうこうこう,23008101,23008,101,3番,35.131732,136.929510
瑞陵高校,ずいりょうこうこう,23008301,23008,301,1番,35.131552,136.931094
瑞陵高校,ずいりょうこうこう,23008701,23008,701,2番,35.131223,136.929085
末盛通二丁目,すえもりどおりにちょうめ,23010101,23010,101,4番,35.166581,136.957328
末盛通二丁目,すえもりどおりにちょうめ,23010301,23010,301,1番,35.165824,136.958269
末盛通二丁目,すえもりどおりにちょうめ,23010501,23010,501,3番,35.165405,136.957208
末盛通二丁目,すえもりどおりにちょうめ,23010701,23010,701,2番,35.166211,136.956296
杉栄町,すぎさかえちょう,23015101,23015,101,4番,35.190365,136.924326
杉栄町,すぎさかえちょう,23015301,23015,301,1番,35.189519,136.922767
杉栄町,すぎさかえちょう,23015501,23015,501,3番,35.190771,136.924440
杉栄町,すぎさかえちょう,23015701,23015,701,2番,35.189393,136.923903
杉栄町五丁目,すぎさかえちょうごちょうめ,23020101,23020,101,2番,35.193650,136.924329
杉栄町五丁目,すぎさかえちょうごちょうめ,23020501,23020,501,1番,35.193703,136.924439
杉村町,すぎむらちょう,23025101,23025,101,2番,35.187916,136.924182
