系統ｺｰﾄﾞ,路線ｺｰﾄﾞ,方向ｺｰﾄﾞ,並順,バス停標柱ｺｰﾄﾞ
0301,00,2,2,32003301
0301,00,2,3,55075301
0301,00,2,4,55075201
0301,00,2,5,31086101
0301,00,2,6,05125101
0301,00,2,7,05128101
0301,00,2,8,34025102
0301,00,2,9,52290101
0301,00,2,10,51090101
0301,00,2,11,22130101
0301,00,2,12,32020301
0301,01,1,1,32020002
0301,01,1,2,22130501
0301,01,1,3,51090501
0301,01,1,4,52290501
0301,01,1,5,34025701
0301,01,1,6,05128501
0301,01,1,7,05125501
0301,01,1,8,31086501
0301,01,1,9,55075601
0301,01,1,10,55075701
0301,01,1,11,32003701
0301,01,1,12,01005101
0301,01,1,13,21007101
0301,01,1,14,71202101
0301,01,1,15,52120301
0301,01,1,16,22220101
0301,01,1,17,22220901
0301,01,2,1,22220902
0301,01,2,2,52120701
0301,01,2,3,71202501
0301,01,2,4,21007501
0301,01,2,5,01005501
0301,01,2,6,32003301
0301,01,2,7,55075301
0301,01,2,8,55075201
0301,01,2,9,31086101
0301,01,2,10,05125101
0301,01,2,11,05128101
0301,01,2,12,34025102
0301,01,2,13,52290101
0301,01,2,14,51090101
0301,01,2,15,22130101
0301,01,2,16,32020301
0301,02,2,1,32020002
0301,02,2,2,22130501
0301,02,2,3,51090501
0301,02,2,4,52290501
0301,02,2,5,34025701
0301,02,2,6,05128501
0301,02,2,7,05125501
0301,02,2,8,31086501
0301,02,2,9,55075601
0301,02,2,10,55075701
0301,02,2,11,32003701
0301,02,2,12,01007501
0301,02,2,13,22172501
0301,02,2,14,01008301
0301,02,2,15,41280101
0301,02,2,16,55075101
0301,02,2,17,55075201
0301,02,2,18,31086101
0301,02,2,19,05125101
0301,02,2,20,05128101
0301,02,2,21,34025102
0301,02,2,22,52290101
0301,02,2,23,51090101
0301,02,2,24,22130101
0301,02,2,25,32020301
0301,03,1,1,32020002
0301,03,1,2,22130501
0301,03,1,3,51090501
0301,03,1,4,52290501
0301,03,1,5,34025701
0301,03,1,6,05128501
0301,03,1,7,05125501
0301,03,1,8,31086501
0301,03,1,9,55075601
0301,03,1,10,55075501
0301,03,1,11,41280701
0301,03,1,12,01008701
0301,03,1,13,22172101
0301,03,1,14,01007101
0301,03,1,15,01005101
0301,03,1,16,21007101
0301,03,1,17,71202101
0301,03,1,18,52120301
0301,03,1,19,22220101
0301,03,1,20,22220901
0301,03,2,1,22220902
0301,03,2,2,52120701
0301,03,2,3,71202501
0301,03,2,4,21007501
0301,03,2,5,01005501
0301,03,2,6,01007501
0301,03,2,7,22172501
0301,03,2,8,01008301
0301,03,2,9,41280101
0301,03,2,10,55075101
0301,03,2,11,55075201
0301,03,2,12,31086101
0301,03,2,13,05125101
0301,03,2,14,05128101
0301,03,2,15,34025102
0301,03,2,16,52290101
0301,03,2,17,51090101
0301,03,2,18,22130101
0301,03,2,19,32020301
0321,00,1,1,01103502
0321,00,1,2,22560509
0321,00,1,3,01105502
0321,00,1,4,03060701
0321,00,1,5,22163701
0321,00,1,6,32075501
0321,00,1,7,32080501
0321,00,1,8,12022701
0321,00,1,9,32070701
0321,00,1,10,35010701
0321,00,1,11,35005701
0321,00,1,12,82015701
0321,00,1,13,35015701
0321,00,1,14,11247701
0321,00,1,15,11248701
0321,00,1,16,15057701
0321,00,1,17,35230701
0321,00,1,18,02205701
0321,00,1,19,35050501
0321,00,1,20,35055501
0321,00,1,21,01115501
0321,00,1,22,01120701
0321,00,1,23,02055701
0321,00,1,24,02045501
0321,00,1,25,54045501
0321,00,1,26,31160501
0321,00,2,1,31160102
0321,00,2,2,54045101
0321,00,2,3,02045301
0321,00,2,4,02055301
0321,00,2,5,01120101
0321,00,2,6,01115101
0321,00,2,7,35055101
0321,00,2,8,35050301
0321,00,2,9,02205301
0321,00,2,10,35230301
0321,00,2,11,15057301
0321,00,2,12,11248301
0321,00,2,13,11247301
0321,00,2,14,35015301
0321,00,2,15,82015301
0321,00,2,16,35005301
0321,00,2,17,35010301
0321,00,2,18,32070301
0321,00,2,19,12022301
0321,00,2,20,32080101
0321,00,2,21,32075101
0321,00,2,22,22163301
0321,00,2,23,03060101
0321,00,2,24,01105100
0321,00,2,25,01105102
0321,00,2,26,22560106
0321,00,2,27,01103100
0321,01,1,1,01103502
0321,01,1,2,22560509
0321,01,1,3,01105502
0321,01,1,4,03060701
0321,01,1,5,22163701
0321,01,1,6,32075501
0321,01,1,7,32080501
0321,01,1,8,12022701
0321,01,1,9,32070701
0321,01,1,10,35010701
0321,01,1,11,35005702
0321,01,1,12,82015701
0321,01,1,13,35015701
0321,01,1,14,11247701
0321,01,1,15,11248701
0321,01,1,16,15057701
0321,01,1,17,35230701
0321,01,1,18,02205701
0321,01,1,19,35050701
0321,01,1,20,35052701
0321,01,1,21,64065701
0321,01,1,22,52145701
0321,01,1,23,15155701
0321,01,1,24,22155701
0321,01,1,25,41320701
0321,01,1,26,41319701
0321,01,1,27,42070701
0321,01,1,28,22605701
0321,01,1,29,11225901
0321,01,2,1,11225902
0321,01,2,2,22605301
0321,01,2,3,42070301
0321,01,2,4,41319301
0321,01,2,5,41320301
0321,01,2,6,22155301
0321,01,2,7,15155301
0321,01,2,8,52145301
0321,01,2,9,64065301
0321,01,2,10,35052301
0321,01,2,11,35050301
0321,01,2,12,02205301
0321,01,2,13,35230301
0321,01,2,14,15057301
0321,01,2,15,11248301
0321,01,2,16,11247301
0321,01,2,17,35015301
0321,01,2,18,82015301
0321,01,2,19,35005301
0321,01,2,20,35010301
0321,01,2,21,32070301
0321,01,2,22,12022301
0321,01,2,23,32080101
0321,01,2,24,32075101
0321,01,2,25,22163301
0321,01,2,26,03060101
0321,01,2,27,01105100
0321,01,2,28,01105102
0321,01,2,29,22560106
0321,01,2,30,01103100
0321,02,1,1,01103502
0321,02,1,2,22560509
0321,02,1,3,01105502
0321,02,1,4,03060701
0321,02,1,5,22163701
0321,02,1,6,32075501
0321,02,1,7,32080501
0321,02,1,8,12022701
0321,02,1,9,32070701
0321,02,1,10,35010701
0321,02,1,11,35005701
0321,02,1,12,82015701
0321,02,1,13,35015701
0321,02,1,14,11247701
0321,02,1,15,11248701
0321,02,1,16,15057701
0321,02,1,17,35230701
0321,02,1,18,02205701
0321,02,1,19,35050101
0321,02,1,20,05010101
0321,02,1,21,41070101
0321,02,1,22,41025101
0321,02,2,1,41025301
0321,02,2,2,41070501
0321,02,2,3,05010501
0321,02,2,4,35050301
0321,02,2,5,02205301
0321,02,2,6,35230301
0321,02,2,7,15057301
0321,02,2,8,11248301
0321,02,2,9,11247301
0321,02,2,10,35015301
0321,02,2,11,82015301
0321,02,2,12,35005301
0321,02,2,13,35010301
0321,02,2,14,32070301
0321,02,2,15,12022301
0321,02,2,16,32080101
0321,02,2,17,32075101
0321,02,2,18,22163301
0321,02,2,19,03060101
0321,02,2,20,01105100
0321,02,2,21,01105102
0321,02,2,22,22560106
0321,02,2,23,01103100
0321,03,2,1,64065302
0321,03,2,2,35052301
0321,03,2,3,35050301
0321,03,2,4,02205301
0321,03,2,5,35230301
0321,03,2,6,15057301
0321,03,2,7,11248301
0321,03,2,8,11247301
0321,03,2,9,35015301
0321,03,2,10,82015301
0321,03,2,11,35005301
0321,03,2,12,35010301
0321,03,2,13,32070301
0321,03,2,14,12022301
0321,03,2,15,32080101
0321,03,2,16,32075101
0321,03,2,17,22163301
0321,03,2,18,03060101
0321,03,2,19,01105100
0321,03,2,20,01105102
0321,03,2,21,22560106
0321,03,2,22,01103100
0322,00,1,1,01103501
0322,00,1,2,22560501
0322,00,1,3,01105801
0322,00,1,4,22500801
0322,00,1,5,02085701
0322,00,1,6,42135701
0322,00,1,7,85015701
0322,00,1,8,22310701
0322,00,1,9,22445701
0322,00,1,10,41115701
0322,00,1,11,22475701
0322,00,1,12,41069701
0322,00,1,13,52080701
0322,00,1,14,41080701
0322,00,1,15,41070701
0322,00,1,16,41025701
0322,00,1,17,52025701
0322,00,1,18,61030701
0322,00,1,19,02035701
0322,00,1,20,15175701
0322,00,2,1,15175301
0322,00,2,2,02035301
0322,00,2,3,61030301
0322,00,2,4,52025301
0322,00,2,5,41025302
0322,00,2,6,41070301
0322,00,2,7,41080301
0322,00,2,8,52080301
0322,00,2,9,41069301
0322,00,2,10,22475301
0322,00,2,11,41115301
0322,00,2,12,22445301
0322,00,2,13,22310301
0322,00,2,14,85015301
0322,00,2,15,42135301
0322,00,2,16,02085301
0322,00,2,17,22500401
0322,00,2,18,01105102
0322,00,2,19,22560106
0322,00,2,20,01103100
0322,01,1,1,85015002
0322,01,1,2,85015701
0322,01,1,3,22310701
0322,01,1,4,22445701
0322,01,1,5,41115701
0322,01,1,6,22475701
0322,01,1,7,41069701
0322,01,1,8,52080701
0322,01,1,9,41080701
0322,01,1,10,41070701
0322,01,1,11,41025701
0322,01,1,12,52025701
0322,01,1,13,61030701
0322,01,1,14,02035701
0322,01,1,15,15175701
0322,01,2,1,15175301
0322,01,2,2,02035301
0322,01,2,3,61030301
0322,01,2,4,52025301
0322,01,2,5,41025302
0322,01,2,6,41070301
0322,01,2,7,41080301
0322,01,2,8,52080301
0322,01,2,9,41069301
0322,01,2,10,22475301
0322,01,2,11,41115301
0322,01,2,12,22445301
0322,01,2,13,22310301
0322,01,2,14,85015301
0322,01,2,15,85015001
0322,02,1,1,85015002
0322,02,1,2,85015701
0322,02,1,3,22310701
0322,02,1,4,22445701
0322,02,1,5,41115701
0322,02,1,6,22475701
0322,02,1,7,41069701
0322,02,1,8,52080701
0322,02,1,9,41080701
0322,02,1,10,41070701
0322,02,1,11,41025101
0322,02,2,1,41025302
0322,02,2,2,41070301
0322,02,2,3,41080301
0322,02,2,4,52080301
0322,02,2,5,41069301
0322,02,2,6,22475301
0322,02,2,7,41115301
0322,02,2,8,22445301
0322,02,2,9,22310301
0322,02,2,10,85015301
0322,02,2,11,85015001
0322,03,1,1,01103501
0322,03,1,2,22560501
0322,03,1,3,01105801
0322,03,1,4,22500801
0322,03,1,5,02085701
0322,03,1,6,42135701
0322,03,1,7,85015701
0322,03,1,8,22310701
0322,03,1,9,22445701
0322,03,1,10,41115701
0322,03,1,11,22475701
0322,03,1,12,41069701
0322,03,1,13,52080701
0322,03,1,14,41080701
0322,03,1,15,41070701
0322,03,1,16,41025101
0322,03,2,1,41025302
0322,03,2,2,41070301
0322,03,2,3,41080301
0322,03,2,4,52080301
0322,03,2,5,41069301
0322,03,2,6,22475301
0322,03,2,7,41115301
0322,03,2,8,22445301
0322,03,2,9,22310301
0322,03,2,10,85015301
0322,03,2,11,42135301
0322,03,2,12,02085301
0322,03,2,13,22500401
0322,03,2,14,01105102
0322,03,2,15,22560106
0322,03,2,16,01103100
0331,00,1,1,01175002
0331,00,1,2,71110301
0331,00,1,3,71115301
0331,00,1,4,71120301
0331,00,1,5,71125301
0331,00,1,6,41100301
0331,00,1,7,22285300
0331,00,1,8,22285301
0331,00,1,9,22215301
0331,00,1,10,22205302
0331,00,1,11,02040301
0331,00,1,12,62050301
0331,00,1,13,51082301
0331,00,1,14,51090501
0331,00,1,15,52280301
0331,00,1,16,61000301
0331,00,1,17,52275501
0331,00,1,18,63005501
0331,00,1,19,52283501
0331,00,1,20,52260501
0331,00,1,21,52265501
0331,00,2,1,52265102
0331,00,2,2,52260101
0331,00,2,3,52283101
0331,00,2,4,63005101
0331,00,2,5,52275101
0331,00,2,6,61000701
0331,00,2,7,52280701
0331,00,2,8,51090701
0331,00,2,9,51082701
0331,00,2,10,62050701
0331,00,2,11,02040701
0331,00,2,12,22205702
0331,00,2,13,22215701
0331,00,2,14,22285701
0331,00,2,15,41100701
0331,00,2,16,71125701
0331,00,2,17,71120701
0331,00,2,18,71115701
0331,00,2,19,71110701
0331,00,2,20,01175000
0331,01,1,1,01175002
0331,01,1,2,71110301
0331,01,1,3,71115301
0331,01,1,4,71120301
0331,01,1,5,71125301
0331,01,1,6,41100301
0331,01,1,7,22285300
0331,01,1,8,22285301
0331,01,1,9,22215301
0331,01,1,10,22205301
0331,01,1,11,34030501
0331,01,1,12,33022301
0331,01,1,13,22430301
0331,01,1,14,31085301
0331,01,1,15,05125301
0331,01,1,16,22210301
0331,01,2,1,22210702
0331,01,2,2,05125701
0331,01,2,3,31085701
0331,01,2,4,22430701
0331,01,2,5,33022701
0331,01,2,6,34030101
0331,01,2,7,22205702
0331,01,2,8,22215701
0331,01,2,9,22285701
0331,01,2,10,41100701
0331,01,2,11,71125701
0331,01,2,12,71120701
0331,01,2,13,71115701
0331,01,2,14,71110701
0331,01,2,15,01175000
0351,00,1,1,02015006
0351,00,1,2,31150101
0351,00,1,3,91010101
0351,00,1,4,12058101
0351,00,1,5,24000101
0351,00,1,6,312151E1
0351,00,1,7,22370101
0351,00,1,8,23045102
0351,00,1,9,23045103
0351,00,1,10,42047301
0351,00,1,11,42050301
0351,00,1,12,32125301
0351,00,1,13,22490301
0351,00,1,14,32135301
0351,00,1,15,05255301
0351,00,1,16,41010301
0351,00,1,17,71150301
0351,00,1,18,05190301
0351,00,1,19,05193301
0351,00,1,20,05185301
0351,00,2,1,05185701
0351,00,2,2,05193701
0351,00,2,3,05190701
0351,00,2,4,71150701
0351,00,2,5,41010701
0351,00,2,6,05255701
0351,00,2,7,32135701
0351,00,2,8,22490701
0351,00,2,9,32125701
0351,00,2,10,42050701
0351,00,2,11,42047701
0351,00,2,12,23045503
0351,00,2,13,22370501
0351,00,2,14,312155W1
0351,00,2,15,24000501
0351,00,2,16,12058501
0351,00,2,17,91010501
0351,00,2,18,31150501
0351,00,2,19,02015003
0351,01,1,1,02015006
0351,01,1,2,31150101
0351,01,1,3,91010101
0351,01,1,4,22635101
0351,01,1,5,03030101
0351,01,1,6,312151W1
0351,01,1,7,312151E1
0351,01,1,8,22370101
0351,01,1,9,23045102
0351,01,1,10,23045103
0351,01,1,11,42047301
0351,01,1,12,42050301
0351,01,1,13,32125301
0351,01,1,14,22490301
0351,01,1,15,32135301
0351,01,1,16,05255301
0351,01,1,17,41010301
0351,01,1,18,71150301
0351,01,1,19,05190301
0351,01,1,20,05193301
0351,01,1,21,05185301
0351,01,2,1,05185701
0351,01,2,2,05193701
0351,01,2,3,05190701
0351,01,2,4,71150701
0351,01,2,5,41010701
0351,01,2,6,05255701
0351,01,2,7,32135701
0351,01,2,8,22490701
0351,01,2,9,32125701
0351,01,2,10,42050701
0351,01,2,11,42047701
0351,01,2,12,23045503
0351,01,2,13,22370501
0351,01,2,14,312155W1
0351,01,2,15,312155W2
0351,01,2,16,03030501
0351,01,2,17,22635501
0351,01,2,18,91010501
0351,01,2,19,31150501
0351,01,2,20,02015003
0381,00,1,1,32011902
0381,00,1,2,41270501
0381,00,1,3,41275501
0381,00,1,4,41260501
0381,00,1,5,02010501
0381,00,1,6,22095501
0381,00,1,7,41000501
0381,00,1,8,62080301
0381,00,1,9,62075301
0381,00,1,10,62088301
0381,00,1,11,62086301
0381,00,1,12,15055301
0381,00,1,13,11025502
0381,00,1,14,23043301
0381,00,1,15,05048301
0381,00,1,16,05047301
0381,00,1,17,62007501
0381,00,1,18,62004301
0381,00,1,19,05046201
0381,00,2,1,05046601
0381,00,2,2,62004701
0381,00,2,3,62007101
0381,00,2,4,05047701
0381,00,2,5,05048701
0381,00,2,6,23043101
0381,00,2,7,11025701
0381,00,2,8,15055701
0381,00,2,9,62086701
0381,00,2,10,62088701
0381,00,2,11,62075701
0381,00,2,12,62080101
0381,00,2,13,41000101
0381,00,2,14,22095101
0381,00,2,15,02010101
0381,00,2,16,41260101
0381,00,2,17,41275101
0381,00,2,18,41270101
0381,00,2,19,32011901
0381,01,1,1,32011902
0381,01,1,2,41270501
0381,01,1,3,41275501
0381,01,1,4,41260501
0381,01,1,5,02010501
0381,01,1,6,22095501
0381,01,1,7,41000501
0381,01,1,8,62080301
0381,01,1,9,62075301
0381,01,1,10,62088301
0381,01,1,11,62086301
0381,01,1,12,15055301
0381,01,1,13,11025301
0381,01,1,14,11020301
0381,01,1,15,52250301
0381,01,1,16,41310301
0381,01,1,17,22345301
0381,01,1,18,35110301
0381,01,1,19,62084101
0381,01,1,20,32012901
0381,01,2,1,32012903
0381,01,2,2,62084702
0381,01,2,3,35110701
0381,01,2,4,22345701
0381,01,2,5,41310701
0381,01,2,6,52250701
0381,01,2,7,11020701
0381,01,2,8,11025701
0381,01,2,9,15055701
0381,01,2,10,62086701
0381,01,2,11,62088701
0381,01,2,12,62075701
0381,01,2,13,62080101
0381,01,2,14,41000101
0381,01,2,15,22095101
0381,01,2,16,02010101
0381,01,2,17,41260101
0381,01,2,18,41275101
0381,01,2,19,41270101
0381,01,2,20,32011901
0381,02,1,1,32011902
0381,02,1,2,41270501
0381,02,1,3,41275501
0381,02,1,4,41260501
0381,02,1,5,02010501
0381,02,1,6,22095501
0381,02,1,7,41000501
0381,02,1,8,62080301
0381,02,1,9,62075301
0381,02,1,10,62088301
0381,02,1,11,62086301
0381,02,1,12,15055301
0381,02,1,13,11025301
0381,02,1,14,11020501
0381,02,1,15,05048701
0381,02,1,16,23043101
0381,02,1,17,11025701
0381,02,1,18,15055701
0381,02,1,19,62086701
0381,02,1,20,62088701
0381,02,1,21,62075701
0381,02,1,22,62080101
0381,02,1,23,41000101
0381,02,1,24,22095101
0381,02,1,25,02010101
0381,02,1,26,41260101
0381,02,1,27,41275101
0381,02,1,28,41270101
0381,02,1,29,32011901
1011,00,2,1,41200009
1011,00,2,2,45073101
1011,00,2,3,35183101
1011,00,2,4,64029101
1011,00,2,5,52350101
1011,00,2,6,64022101
1011,00,2,7,15030101
1011,00,2,8,15025101
1011,00,2,9,55080101
1011,00,2,10,11170101
1011,00,2,11,64020502
1011,00,2,12,55085501
1011,00,2,13,52345501
1011,00,2,14,22465301
1011,00,2,15,64022501
1011,00,2,16,52350501
1011,00,2,17,64029501
1011,00,2,18,35183501
1011,00,2,19,45073501
1011,00,2,20,41200001
1011,01,2,1,15030101
1011,01,2,2,15025101
1011,01,2,3,55080101
1011,01,2,4,11170101
1011,01,2,5,64020502
1011,01,2,6,55085501
1011,01,2,7,52345501
1011,01,2,8,22465301
1011,01,2,9,64022501
1011,01,2,10,52350501
1011,01,2,11,64029501
1011,01,2,12,35183501
1011,01,2,13,45073501
1011,01,2,14,41200001
1012,00,1,1,41200007
1012,00,1,2,15095102
1012,00,1,3,04040101
1012,00,1,4,64045101
1012,00,1,5,85025101
1012,00,1,6,04000101
1012,00,1,7,42024101
1012,00,1,8,22365103
1012,00,1,9,32065101
1012,00,1,10,22385101
1012,00,1,11,22390101
1012,00,1,12,41230103
1012,00,1,13,22375101
1012,00,1,14,22395101
1012,00,1,15,05215101
1012,00,1,16,03048101
1012,00,1,17,05135301
1012,00,1,18,05140101
1012,00,1,19,222951E1
1012,00,1,20,52200101
1012,00,1,21,521851E1
1012,00,1,22,52215101
1012,00,1,23,12025301
1012,00,1,24,05040301
1012,00,1,25,42155101
1012,00,2,1,42155701
1012,00,2,2,05040701
1012,00,2,3,12025701
1012,00,2,4,52215701
1012,00,2,5,521855E1
1012,00,2,6,52200501
1012,00,2,7,222955E1
1012,00,2,8,05140701
1012,00,2,9,05135501
1012,00,2,10,03048501
1012,00,2,11,05215501
1012,00,2,12,22395501
1012,00,2,13,22375501
1012,00,2,14,41230501
1012,00,2,15,22390501
1012,00,2,16,22385501
1012,00,2,17,32065501
1012,00,2,18,22365502
1012,00,2,19,42024501
1012,00,2,20,04000501
1012,00,2,21,85025501
1012,00,2,22,64045501
1012,00,2,23,04040501
1012,00,2,24,15095703
1012,00,2,25,41200001
1012,01,1,1,41200007
1012,01,1,2,15095102
1012,01,1,3,04040101
1012,01,1,4,64045101
1012,01,1,5,85025101
1012,01,1,6,04000101
1012,01,1,7,42024101
1012,01,1,8,22365103
1012,01,1,9,32065101
1012,01,1,10,22385101
1012,01,1,11,22390101
1012,01,1,12,41230103
1012,01,1,13,22375101
1012,01,1,14,22395101
1012,01,1,15,05215101
1012,01,1,16,03048101
1012,01,1,17,05135101
1012,01,1,18,222951W1
1012,01,1,19,33010101
1012,01,1,20,522001W1
1012,01,1,21,521851W1
1012,01,1,22,12025301
1012,01,1,23,05040301
1012,01,1,24,42155101
1012,01,2,1,42155701
1012,01,2,2,05040701
1012,01,2,3,12025701
1012,01,2,4,52215701
1012,01,2,5,521855W1
1012,01,2,6,522005W1
1012,01,2,7,33010501
1012,01,2,8,222955W1
1012,01,2,9,05135501
1012,01,2,10,03048501
1012,01,2,11,05215501
1012,01,2,12,22395501
1012,01,2,13,22375501
1012,01,2,14,41230501
1012,01,2,15,22390501
1012,01,2,16,22385501
1012,01,2,17,32065501
1012,01,2,18,22365502
1012,01,2,19,42024501
1012,01,2,20,04000501
1012,01,2,21,85025501
1012,01,2,22,64045501
1012,01,2,23,04040501
1012,01,2,24,15095703
1012,01,2,25,41200001
1013,00,1,1,41200008
1013,00,1,2,450731E1
1013,00,1,3,42085101
1013,00,1,4,12020101
1013,00,1,5,75020101
1013,00,1,6,15130302
1013,00,1,7,34020301
1013,00,1,8,15020101
1013,00,1,9,11040101
1013,00,1,10,35225101
1013,00,1,11,05037101
1013,00,1,12,41230301
1013,00,1,13,04020301
1013,00,1,14,61020301
